title,original_title,summary,url_thumbnail
Shooting ou la mort tragique de Leland Drum,The shooting,"Deux cow-boys, Willett et Coley, servent d'escorte à une mystérieuse jeune femme en échange d'une prime. Alors qu'il traverse le désert, le trio est rejoint par l'étrange Billy Spe",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/35/88/17/18432343.jpg
Danger: Diabolik!,Diabolik,"Le super bandit Diabolik, assisté de sa fiancée Eva Kant, nargue la police et le syndicat du crime.",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/65/26/67/19199542.jpg
Bandolero !,Bandolero!,"Un frère sauve son frère cadet de la pendaison. Un shérif les poursuit jusqu'à la frontière mexicaine, où tout le monde doit affronter les redoutables bandoleros.",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/64/88/59/19135532.jpg
Greetings,Greetings,"Trois amis new-yorkais, Paul Shaw, Lloyd Clay et Jon Rubin, essaient par tous les moyens d'éviter de partir combattre au Vietnam. Ils en profitent pour se livrer à leurs fantasmes ",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/35/17/41/18928569.jpg
Shalako,Shalako,"En 1880, un groupe d'aristocrates européens se lance dans une partie de chasse en plein coeur du Nouveau-Mexique. Là, à cause de leur méconnaissance des lieux, ils pénètrent dans l",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/71/91/80/19148716.jpg
Les Chasseurs de scalps,The Scalphunters,"En 1850, dans les Montagnes Rocheuses. Un trappeur, Joe bass, rencontre des Indiens Kiowas, qui lui proposent d'échanger ses fourrures contre un esclave noir. Joe est obligé d'acce",https://fr.web.img6.acsta.net/c_310_420/pictures/22/03/15/13/50/1988083.jpg
Le Dernier jour de la colère,I Giorni dell'ira,"Souffre-douleur de la petite ville de Clifton, Scott est méprisé par la population qui le charge des pires corvées. Jusqu'au jour où Talby, un redoutable pistolero, arrive en ville",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/71/68/68/19142019.jpg
Les Demoiselles de Rochefort,Les Demoiselles de Rochefort,"Delphine et Solange sont deux jumelles de 25 ans, ravissantes et spirituelles. Delphine, la blonde, donne des leçons de danse et Solange, la rousse, des cours de solfège. Elle vive",https://fr.web.img2.acsta.net/c_310_420/pictures/210/359/21035999_20130904105618914.jpg
Le Samouraï,Le Samouraï,"Jef Costello, dit le Samouraï est un tueur à gages. Alors qu'il sort du bureau où git le cadavre de Martey, sa dernière cible, il croise la pianiste du club, Valérie. En dépit d'un",https://fr.web.img6.acsta.net/c_310_420/pictures/23/06/02/16/48/5959721.jpg
Bonnie and Clyde,Bonnie and Clyde,"Etats-Unis, les années 1930. C'est la Grande Dépression, suite au krach boursier de 1929. Un couple d'amants criminels, Bonnie Parker et Clyde Barrow, sillone le pays en braquant d",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/35/49/55/18921700.jpg
Dans la chaleur de la nuit,In the Heat of the Night,"Dans une petite ville du Mississippi, un crime vient d'être commis. L'adjoint du shérif arrête un inconnu assis dans le hall de la gare. Il est directement accusé du meurtre : il e",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/63/29/67/20072328.jpg
Le Lauréat,The Graduate,"Benjamin Braddock, un étudiant fraîchement diplômé, ne sait pas quoi faire de son avenir. Lors d'une soirée mondaine chez ses parents où il vagabonde, il fait la connaissance de Mr",https://fr.web.img2.acsta.net/c_310_420/pictures/17/06/12/14/35/501642.jpg
Belle de Jour,Belle de Jour,"Epouse très réservée de Pierre, Séverine est en proie à des fantasmes masochistes révélant son insatisfaction sexuelle. Poussée par la curiosité, Séverine se rend discrètement dans",https://fr.web.img2.acsta.net/c_310_420/pictures/17/07/06/14/21/552889.jpg
Les Douze salopards,The Dirty Dozen,"A la veille du débarquement en Normandie, le major John Reiman est chargé d'entraîner une douzaine de prisonniers militaires condamnés à des peines capitales. En échange de leur li",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/36/15/82/18456549.jpg
Alexandre le Bienheureux,Alexandre le Bienheureux,"Lorsque sa femme meurt, Alexandre décide de se consacrer à sa grande passion: la paresse. Il se couche pour plusieurs semaines. Son chien lui rapporte les provisions que lui sert l",https://fr.web.img6.acsta.net/c_310_420/pictures/19/01/10/10/17/3011900.jpg
Le Livre de la jungle,The Jungle Book,"La panthère Bagheera découvre dans la jungle un jeune enfant abandonné. Elle décide de le confier à une famille de loups qui l'élève comme un louveteau. Alors que Mowgli a dix ans,",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/64/34/28/18771027.jpg
L'Incompris,Incompreso,"Le consul britannique à Florence vient de perdre sa femme. Ébranlé par le deuil, il partage la nouvelle avec son fils aîné, Andrea, mais choisit de cacher la vérité au plus jeune, ",https://fr.web.img2.acsta.net/c_310_420/pictures/21/10/28/16/37/0993761.jpg
Le Bal des vampires,The Fearless Vampire Killers,"Persuadé que les vampires existent, le professeur Abronsius consacre tout son temps à la traque de cette espèce effrayante. Accompagné par son fidèle assistant, le jeune Alfred, ce",https://fr.web.img2.acsta.net/c_310_420/pictures/17/08/17/10/49/578893.jpg
Playtime,Playtime,"Des touristes américaines ont opté pour une formule de voyage grâce à laquelle elles visitent une capitale par jour. Mais arrivées à Orly, elles se rendent compte que l'aéroport es",https://fr.web.img4.acsta.net/c_310_420/pictures/14/06/20/12/01/312588.jpg
Oscar,Oscar,"Bertrand, un riche promoteur, mène une vie paisible. Jusqu'au jour où son homme de confiance, Christian, le fait chanter pour doubler son salaire et obtenir la main de sa fille, do",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/36/10/30/19079670.jpg
Si j'étais un espion,Si j'étais un espion,Le film fait partie de la sélection Cannes Classics 2022.,https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/62/93/11/18659744.jpg
Les Risques du Métier,Les Risques du Métier,"Jean Doucet, l'instituteur d'un petit village, est accusé du viol de Catherine, l'une de ses élèves. Alors qu'il clame son innocence, d'autres accusations l'accablent.",https://fr.web.img4.acsta.net/c_310_420/pictures/14/08/11/10/09/099793.jpg
Les grandes vacances,Les grandes vacances,"Son fils Philippe ayant échoué au bac, M. Bosquier décide de l'envoyer étudier en Angleterre. En contrepartie, il accueille Shirley, la fille de Mac Farrel, un distillateur de whis",https://fr.web.img6.acsta.net/c_310_420/pictures/21/07/01/05/46/4802409.jpg
Casino Royale,Casino Royale,Sir James Bond se repose dans son château d'Ecosse. C'est alors que les quatre chefs secrets des grandes puissances le supplient d'accomplir une dernière mission. Pour le convaincr,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/00/02/41/40/69220374_casinoroyale.jpg
De sang-froid,In Cold Blood,"Le 14 novembre 1959. Une journée ordinaire pour les Clutter. Herb, un agriculteur qui a prospéré à force de travail et de volonté, sa femme Bonnie, à la santé fragile, et leurs enf",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/65/19/19/18835619.jpg
Luke la main froide,Cool Hand Luke,"Pour s'être livré à des actes de vandalisme, Luke Jackson purge une peine de deux ans de prison dans un camp de travail. Il s'y lie d'amitié avec un autre détenu, Dragline, et devi",https://fr.web.img6.acsta.net/c_310_420/pictures/15/11/02/12/48/405166.jpg
Reflets dans un oeil d'or,Reflections in a Golden Eye,"Dans un fort de Géorgie, le major Penderton ne s'intéresse plus depuis longtemps à sa femme, qui a pour amant le colonel Langdon. Un jeune soldat, William, va venir perturber un pe",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/00/02/55/11/affiche.jpg
Hombre,Hombre,"""Hombre"" est un blanc qui a été élevé par une tribu indienne. Pour se rendre à Bisbee, afin de débuter une nouvelle vie, il prend une diligence. Dans celle-ci, il y a de nombreux p",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/71/25/33/19699852.jpg
Un homme de trop,Un homme de trop,"Douze prisonniers ont été délivrés des nazis par un groupe de resistants. Ensemble, ils vont combattre les Allemands...",https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/77/96/44/19441288.jpg
On ne vit que deux fois,You Only Live Twice,"Le gouvernement d’un pays asiatique veut provoquer un conflit armé entre les États-Unis et l’URSS. Afin de rester dans l’anonymat, il confie cette mission à l’organisation criminel",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/62/91/36/18991367.jpg
La Nuit des généraux,The Night of the Generals,"En 1942, sur fond de Seconde Guerre mondiale, une prostituée est sauvagement assassinée à Varsovie. C'est le major allemand Grau qui est chargé de l'enquête. Les premiers éléments ",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/71/68/45/19141977.jpg
Le Voleur,Le Voleur,"1890. Une nuit, Georges Randa décide de revenir sur sa carrière de voleur. Orphelin sous la tutelle de son oncle, il revient à Paris, où il pense épouser Charlotte, sa cousine. Ne ",https://fr.web.img2.acsta.net/c_310_420/pictures/22/09/06/12/11/0116460.jpg
Devine qui vient dîner...,Guess Who's Coming to Dinner,"Joey Drayton, jeune fille de bonne famille, décide de présenter son fiancé à ses parents lors d'un dîner. Quelle n'est pas leur surprise quand ils constatent que le futur mari de l",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/65/29/44/19126386.jpg
Mouchette,Mouchette,"Mouchette, au seuil de l'adolescence, vit dans une campagne misérable. Elle est témoin d'une dispute entre le garde-champêtre et un braconnier. Un peu plus tard dans la nuit, le br",https://fr.web.img3.acsta.net/c_310_420/pictures/16/09/08/16/41/492619.jpg
Un Idiot à Paris,Un Idiot à Paris,"Après une nuit trop arrosée, un ouvrier agricole se réveille le lendemain à Paris, seul et perdu. Heureusement pour lui, il rencontre un mandataire en viande, Monsieur Dessertine, ",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/64/97/04/18870477.jpg
Seule dans la nuit,Wait until Dark,"A l'aéroport de New York, Lisa débarque chargée d'une poupée bourrée d'Héroïne. Suite à une rencontre imprévue, elle confie la cargaison à un voyageur, Sam Hendrix. Quelques heures",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/72/02/26/19151283.jpg
Le Point de non-retour,Point Blank,"C'est pour le compte de son ami Reese que Walker, accompagné de sa femme, récupère dans la prison désaffectée d'Alcatraz un magot de 93 000 dollars. L'opération réussit. Reese abat",https://fr.web.img5.acsta.net/c_310_420/pictures/17/05/10/16/12/118179.jpg
La collectionneuse,La collectionneuse,"Adrien et Daniel, deux dandys, passent l'été dans une grande villa des environs de Saint-Tropez que leur a prêtée un de leurs amis. Ils ont prévu de ne rien faire d'autre que lire ",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/35/46/88/19209102.jpg
El Chuncho,Quien Sabe?,"Mexique, années 1910. Alors que la révolution bat son plein, El Chuncho, moitié bandit moitié guérillero, s’est spécialisé dans les attaques de train. Il vole des armes et les reve",https://fr.web.img4.acsta.net/c_310_420/pictures/21/10/29/16/09/3707440.jpg
Astérix le Gaulois,Astérix le Gaulois,"Alors que César assoit son hégémonie sur l'ensemble de la Gaule, un village remplit d'irréductibles Gaulois résiste à l'envahisseur. Le chef des centurions romains, Caïus Bonus, ex",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/65/77/52/19183849.jpg
Who's that Knocking at My Door,Who's that Knocking at My Door,"Petite frappe du quartier italien de New York, J.R. décide de se poser pour épouser la femme qu'il aime. Il apprend que celle-ci a été violée quelque temps plus tôt et il ne peut e",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/69/60/99/19069726.jpg
Du mou dans la gâchette,Du mou dans la gâchette,"Deux gangsters débarquent à Paris et rejoignent une bande qui leur confie comme première mission de tuer le chef d'un gang rival. Pas doués, ce sont eux qui se retrouvent au final ",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/64/66/53/19200151.jpg
La Comtesse de Hong Kong,A Countess from Hong Kong,"Au cours d'une croisière, un milliardaire américain fait escale à Hong-Kong. Il y fait la connaissance d'une taxi-girl avec laquelle il passe une agréable soirée, ignorant que la j",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/36/33/53/18473908.jpg
La Chinoise,La Chinoise,"Dans un appartement dont les murs sont recouverts de petits livres rouges, des jeunes gens étudient la pensée marxiste-léniniste. Leur leader, Véronique, propose au groupe l'assass",https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/36/14/16/19197473.jpg
Week-end,Week-end,"Chaque fin de semaine c'est la même chose, tous les citadins, voulant fuir la ville pour respirer l'air de campagne, tombent dans des embouteillages.",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/73/06/71/19188785.jpg
Oedipe roi,Edipo Re,"Un enfant naît d’une mère douce et aimante et d’un père jaloux de l’amour qu’elle porte à l’enfant. Abandonné dans le désert au bout d’une branche, l’enfant est recueilli par un be",https://fr.web.img4.acsta.net/c_310_420/pictures/22/07/05/14/07/4683106.jpg
Deux ou trois choses que je sais d'elle,Deux ou trois choses que je sais d'elle,"Au milieu des années 1960. En racontant l’histoire de Juliette, ménagère "" banale "" qui vit dans un grand ensemble de la région parisienne et se prostitue occasionnellement, Godard",https://fr.web.img5.acsta.net/c_310_420/pictures/19/06/17/11/30/2977447.jpg
Le Soleil des voyous,Le Soleil des voyous,"Denis Ferrand est un truand repenti, qui vit tranquillement avec son épouse Marie-Jeanne, dans une petite ville de province où il tient une auberge. Un de ses anciens amis, recherc",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/70/94/59/19117608.jpg
Angélique et le sultan,Angélique et le sultan,"Angélique, dont l'enlèvement a été ordonné par le sultan Moulay Ismaël, se retrouve captive de son harem où elle tient une place de favorite. Elle ne tarde pas à attiser la jalousi",https://fr.web.img6.acsta.net/c_310_420/pictures/184/673/18467340_20130814161708214.jpg
Un seul bras les tua tous,Dubei dao,Premier épisode de la saga du sabreur manchot.,https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/63/07/13/18670882.jpg
Au feu les pompiers !,"Hori, Ma Panenko","Dans une petite ville de province, un bal des pompiers est organisé en l’honneur des cinquante ans de service de l’un des leurs. En plus d’une tombola, un concours de miss beauté e",https://fr.web.img6.acsta.net/c_310_420/pictures/19/10/29/11/12/3777914.jpg
Colorado,La Resa dei conti,"Cuchilio Sanchez est accusé du viol et du meurtre d'une jeune fille de 13 ans. Jurant son innocence à tous, il constate que personne ne le croit, il décide alors de s'enfuir avant ",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/64/87/99/19149272.jpg
Les Compagnons de la Marguerite,Les Compagnons de la Marguerite,"Restaurateur de manuscrits à la Bibliothèque nationale et profondément malheureux en ménage, Jean-Louis Matouzec, dit ""Matou"" (Claude Rich), rêve de divorcer pour trouver une âme s",https://fr.web.img6.acsta.net/c_310_420/commons/v9/common/empty/empty_portrait.png
